Unnamed: 0;Unnamed: 1;Unnamed: 2;Unnamed: 3;Unnamed: 4;Unnamed: 5;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Unnamed: 13;Unnamed: 14;Unnamed: 15;Unnamed: 16;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21;Unnamed: 22;Unnamed: 23;Unnamed: 24;Unnamed: 25;Unnamed: 26;Unnamed: 27;Unnamed: 28;Unnamed: 29;Unnamed: 30;Unnamed: 31;Unnamed: 32;Unnamed: 33;Unnamed: 34;Unnamed: 35;Unnamed: 36;Unnamed: 37;Unnamed: 38;Unnamed: 39;Unnamed: 40;Unnamed: 41;Unnamed: 42;Unnamed: 43;Unnamed: 44
;8;Helena Maria Nunes;000.000.008-18;SANTANDER;CPF;Lisa Simpson;R4;SEM SPF;R$ 239.750,00;R$ 122.850,00;R$ 116.900,00;R$ 0,00;R$ 2.410,56;R$ 2.410,56;TAXA ZERO;;;;;;;;;;;;;;;;;ID_TABELAS;NOME_DA_TABELA;;RETORNO;;;;;;;;;
;9;Isabela Cristina Ramos;000.000.009-19;SANTANDER;CPF;Lisa Simpson;R0;COM SPF;R$ 186.400,00;R$ 56.400,00;R$ 130.000,00;R$ 3.120,00;R$ 0,00;R$ 3.120,00;TAXA SUB;;;;;;;;;;;;;;;;;R1;TABELA_R1;;1,20%;;;;;;;;;
;10;João Pedro Almeida;000.000.010-20;SANTANDER;CPF;Homer Simpson;R1;SEM SPF;R$ 155.150,00;R$ 57.950,00;R$ 97.200,00;R$ 0,00;R$ 1.665,24;R$ 1.665,24;MOVE BRASIL;;;;;;;;;;;;;;;;;R2;TABELA_R2;;2,40%;;;;;;;;;
;11;Larissa Vitória Silva;000.000.011-21;SANTANDER;CPF;Bart Simpson;R5;SEM SPF;R$ 97.950,00;R$ 39.050,00;R$ 58.900,00;R$ 0,00;R$ 1.043,64;R$ 1.043,64;TAXA SUB;;;;;;;;;;;;;;;;;R3;TABELA_R3;;3,60%;;;;;;;;;
;12;Marcelo Augusto Lima;000.000.012-22;VOLKSWAGEN;CNPJ;Maggie Simpson;R5;SEM SPF;R$ 122.600,00;R$ 38.500,00;R$ 84.100,00;R$ 0,00;R$ 0,00;R$ 0,00;TAXA ZERO;;;;;;;;;;;;;;;;;R4;TABELA_R4;;4,80%;;;;;;;;;
;13;Mariana Alves Pereira;000.000.013-23;SANTANDER;CPF;Maggie Simpson;R4;SEM SPF;R$ 161.150,00;R$ 61.550,00;R$ 99.600,00;R$ 0,00;R$ 1.547,54;R$ 1.547,54;TAXA SUB;;;;;;;;;;;;;;;;;R5;TABELA_R5;;6,00%;;;;;;;;;
;14;Nicolas Gabriel Freitas;000.000.014-24;SANTANDER;CPF;Marge Simpson;R4;COM SPF;R$ 198.650,00;R$ 52.150,00;R$ 146.500,00;R$ 3.516,00;R$ 2.320,54;R$ 5.836,54;TAXA SUB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;15;Patrícia Gomes da Silva;000.000.015-25;SANTANDER;CNPJ;Homer Simpson;R3;COM SPF;R$ 186.150,00;R$ 75.750,00;R$ 110.400,00;R$ 2.650,00;R$ 2.209,17;R$ 4.859,17;MOVE BRASIL;;TERRACOTA-FSA;;;;;;;;;;;;;;;MOTIVO;;;;;;;;;;;;
;16;Rafael Andrade Melo;000.000.016-26;SANTANDER;CPF;Marge Simpson;R2;SEM SPF;R$ 167.650,00;R$ 51.800,00;R$ 115.850,00;R$ 0,00;R$ 2.841,02;R$ 2.841,02;TAXA ZERO;;R;Qtde; %;;BANCOS;QTDE; %;;;;;;;;;TAXA ZERO;;;;;;;;;;;;
;17;Renata Carvalho Santos;000.000.017-27;SANTANDER;CPF;Lisa Simpson;R3;COM SPF;R$ 131.300,00;R$ 33.900,00;R$ 97.400,00;R$ 2.338,00;R$ 1.670,56;R$ 4.008,56;TAXA ZERO;;R0;4;22%;;BRADESCO;0;0%;;;;;;;;; TAXA SUB ;;;;;;;;;;;;
;18;Thiago Moreira Lopes;000.000.018-28;SANTANDER;CPF;Bart Simpson;R0;COM SPF;R$ 103.850,00;R$ 55.100,00;R$ 48.750,00;R$ 1.170,00;R$ 0,00;R$ 1.170,00;TAXA SUB;;R1;3;17%;;GM;0;0%;;;;;;;;; MOVE BRASIL ;;;;;;;;;;;;
;19;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;R2;1;6%;;ITÁU;0;0%;;;;;;;;;;;;;;;;;;;;;
;20;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;R3;4;22%;;SANTANDER;15;83%;;;;;;;;;PJ/PF;;;;;;;;;;;;
;21;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;R4;0;0%;;SAFRA;0;0%;;;;;;;;;CNPJ;;;;;;;;;;;;
;22;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;R5;3;17%;;STELLANTIS;0;0%;;;;;;;;;CPF;;;;;;;;;;;;
;23;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;R50;1;6%;;VOLKSWAGEN;3;17%;;;;;;;;;;;;;;;;;;;;;
;24;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;R75;1;6%;;C6;0;0%;;;;;;;;;;;;;;;;;;;;;
;25;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;R100;1;6%;;;;;;;;;;;;;;;;;;;;;;;;;
;26;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;R150;0;0%;;;;;;;;;;;;;;;;;;;;;;;;;
;27;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;TOTAL;18;;;;;;;;;;;;;;;;;;;;;;;;;;
;28;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;29;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;COM SPF;8;44%;;; MOVE BRASIL ;;;;;;;;;;;;;;;;;;;;;;
;30;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;SEM SPF;10;56%;;;;;;;;;;;;;;;;;;;;;;;;;
;31;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;32;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;33;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;34;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;35;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;36;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;37;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;38;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;39;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;40;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;41;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;42;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;43;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;44;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;45;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;46;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;47;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;48;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;49;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;50;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;ATENÇÃO:;SE PRECISAR INSERIR MAIS LINHAS ADICIONE LINHAS DENTRO DESTE RETÂNGULO;;;;;;;;;;;;;;;;;;;;;;;;
;;TOTAL;;;;;;;R$ 2.907.391,00;R$ 1.648.970,00;R$ 1.258.421,00;R$ 12.493,66;R$ 0,00; R$ 39.648,31 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;  TAXA SUB ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Inclui o SPF no valor de Nota (Ex 159 emite a 161) - Explica ao cliente (Para ofertar taxa 0, preciso manter o SPF)- Sob ficha no FANDI no valor correto incluindo o SPF ;;;;;;;;#REF!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TERRACOTA VITÓRIA DA CONQUISTA - VTC - MAIO;;;;;;;;;;;;;;;;VENDEDOR;R0;R1;R2;R3;R4;R5;R150;R100;R75;R50;SPF;RECEITA;;;;;;;;;;;;;;;
;;CLIENTE;CPF/CNPJ;BANCO;PJ/PF;VENDEDOR;R;SPF;VAL. VEÍCULO;ENTRADA;FINANCIAMENTO;RET. SPF; RET. RENTABILIDADE;RENTAB. TOTAL;MOTIVO;;Severino de Aracaju;0;0;0;0;0;0;0;0;0;0;0;R$ 5.009,88;0;;;;;;;;;;;;;;
;1;Amanda Ribeiro Castro;000.000.019-29;SANTANDER;CPF;Padre João;R0;SEM SPF;R$ 219.700,00;R$ 103.950,00;R$ 115.750,00;R$ 0,00;R$ 0,00;R$ 0,00;TAXA SUB;;João Grilo;0;0;0;0;0;0;0;0;0;0;0;R$ 3.211,92;0;;;;;;;;;;;;;;
;2;Caio Henrique Barbosa;000.000.020-30;SANTANDER;CNPJ;Chicó;R2;COM SPF;R$ 122.350,00;R$ 44.650,00;R$ 77.700,00;R$ 1.865,00;R$ 1.198,44;R$ 3.063,44;TAXA SUB;;Chicó;0;0;0;0;0;0;0;0;0;0;0;R$ 4.138,56;0;;;;;;;;;;;;;;
;3;Daniela Martins Souza;000.000.021-31;SANTANDER;CNPJ;Rosinha;R5;COM SPF;R$ 133.250,00;R$ 47.150,00;R$ 86.100,00;R$ 2.066,00;R$ 1.297,45;R$ 3.363,45;TAXA ZERO;;Rosinha;0;0;0;0;0;0;0;0;0;0;0;R$ 5.226,60;0;;;;;;;;;;;;;;
;4;Felipe Augusto Costa;000.000.022-32;SANTANDER;CPF;João Grilo;R5;SEM SPF;R$ 233.600,00;R$ 66.550,00;R$ 167.050,00;R$ 0,00;R$ 3.742,37;R$ 3.742,37;MOVE BRASIL;;Padre João;0;0;0;0;0;0;0;0;0;0;0;R$ 4.640,76;0;;;;;;;;;;;;;;
;5;Gabriela Mendes Rocha;000.000.023-33;SANTANDER;CNPJ;Rosinha;R0;SEM SPF;R$ 199.450,00;R$ 84.100,00;R$ 115.350,00;R$ 0,00;R$ 0,00;R$ 0,00;TAXA ZERO;;TOTAL;0;0;0;0;0;0;0;0;0;0;0;R$ 22.227,72;0;;;;;;;;;;;;;;
;6;Henrique Lima Duarte;000.000.024-34;SANTANDER;CPF;Severino de Aracaju;R5;SEM SPF;R$ 229.000,00;R$ 80.450,00;R$ 148.550,00;R$ 0,00;R$ 3.137,72;R$ 3.137,72;MOVE BRASIL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7;Juliana Alves Nascimento;000.000.025-35;VOLKSWAGEN;CPF;Severino de Aracaju;R3;COM SPF;R$ 188.050,00;R$ 42.650,00;R$ 145.400,00;R$ 0,00;R$ 0,00;R$ 0,00;MOVE BRASIL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;8;Lucas Gabriel Moura;000.000.026-36;VOLKSWAGEN;CNPJ;Padre João;R100;COM SPF;R$ 165.650,00;R$ 45.900,00;R$ 119.750,00;R$ 0,00;R$ 1.293,30;R$ 1.293,30;MOVE BRASIL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;9;Manuela Ferreira Reis;000.000.027-37;SANTANDER;CPF;Severino de Aracaju;R150;SEM SPF;R$ 242.550,00;R$ 102.800,00;R$ 139.750,00;R$ 0,00;R$ 2.263,95;R$ 2.263,95;TAXA SUB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;10;Pedro Lucas Santana;000.000.028-38;SANTANDER;CPF;João Grilo;R2;SEM SPF;R$ 210.050,00;R$ 54.650,00;R$ 155.400,00;R$ 0,00;R$ 2.986,51;R$ 2.986,51;TAXA ZERO;;TERRACOTA-VTC;;;;;;;;;;;;;;;;;;;;;;;;;;;
;11;Priscila Araujo Lima;000.000.029-39;SANTANDER;CNPJ;Chicó;R2;SEM SPF;R$ 158.900,00;R$ 76.300,00;R$ 82.600,00;R$ 0,00;R$ 1.585,22;R$ 1.585,22;TAXA ZERO;;R;Qtde; %;;BANCOS;QTDE; %;;;;;;;;;;;;;;;;;;;;;
;12;Vinícius Cardoso Mendes;000.000.030-40;SANTANDER;CPF;João Grilo;R2;SEM SPF;R$ 163.150,00;R$ 62.650,00;R$ 100.500,00;R$ 0,00;R$ 2.367,95;R$ 2.367,95;TAXA ZERO;;R0;4;33%;;BRADESCO;0;0%;;;;;;;;;;;;;;;;;;;;;
;13;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;R1;1;8%;;GM;0;0%;;;;;;;;;;;;;;;;;;;;;
;14;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;R2;1;8%;;ITAÚ;0;0%;;;;;;;;;;;;;;;;;;;;;
;15;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;R3;4;33%;;SANTANDER;11;92%;;;;;;;;;;;;;;;;;;;;;
;16;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;R4;0;0%;;SAFRA;0;0%;;;;;;;;;;;;;;;;;;;;;
;17;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;R5;1;8%;;STELLANTIS;0;0%;;;;;;;;;;;;;;;;;;;;;
;18;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;R50;0;0%;;VOLKSWAGEN;1;8%;;;;;;;;;;;;;;;;;;;;;
;19;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;R75;0;0%;;C6;0;0%;;;;;;;;;;;;;;;;;;;;;
;20;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;R100;1;8%;;;;;;;;;;;;;;;;;;;;;;;;;
;21;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;R150;0;0%;;;;;;;;;;;;;;;;;;;;;;;;;
;22;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;TOTAL;12;;;;;;;;;;;;;;;;;;;;;;;;;;
;23;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;24;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;COM SPF;0;0%;;;;;;;;;;;;;;;;;;;;;;;;;
;25;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;SEM SPF;12;100%;;;;;;;;;;;;;;;;;;;;;;;;;
;26;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;27;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;28;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;29;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;30;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;28;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;ATENÇÃO:;SE PRECISAR INSERIR MAIS LINHAS ADICIONE LINHAS DENTRO DESTE RETÂNGULO;;;;;;;;;;;;;;;;;;;;;;;;
;29;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;30;;;;;;;;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;TOTAL;;;;;;; R$ 2.139.084,00 ; R$ 1.210.070,00 ; R$ 929.014,00 ;R$ 0,00;R$ 20.155,08; R$ 22.227,72 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;TAXA ZERO;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;; TAXA SUB ;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;; MOVE BRASIL ;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
